Date,Close
2018-11-17,113469.0
2018-11-18,114005.0
2018-11-19,100584.0
2018-11-20,93575.0
2018-11-21,94618.0
2018-11-22,89195.0
2018-11-23,90274.0
2018-11-24,80228.0
2018-11-25,83771.0
2018-11-26,79484.0
2018-11-27,79515.0
2018-11-28,87364.0
2018-11-29,87262.0
2018-11-30,82392.0
2018-12-01,86569.0
2018-12-02,83921.0
2018-12-03,79375.0
2018-12-04,81697.0
2018-12-05,77305.0
2018-12-06,72035.0
2018-12-07,70127.0
2018-12-08,71088.0
2018-12-09,73971.0
2018-12-10,71621.0
2018-12-11,69397.0
2018-12-12,70979.0
2018-12-13,67990.0
2018-12-14,66403.0
2018-12-15,66521.0
2018-12-16,66518.0
2018-12-17,72817.0
2018-12-18,75812.0
2018-12-19,76581.0
2018-12-20,83753.0
2018-12-21,79250.0
2018-12-22,82321.0
2018-12-23,81101.0
2018-12-24,82384.0
2018-12-25,77959.0
2018-12-26,78235.0
2018-12-27,73153.0
2018-12-28,79359.0
2018-12-29,76329.0
2018-12-30,78061.0
2018-12-31,75263.0
2019-01-01,77717.0
2019-01-02,79498.0
2019-01-03,76924.0
2019-01-04,76849.0
2019-01-05,75970.0
2019-01-06,80914.0
2019-01-07,79683.0
2019-01-08,79297.0
2019-01-09,78488.0
2019-01-10,71036.0
2019-01-11,71096.0
2019-01-12,70856.0
2019-01-13,68760.0
2019-01-14,71189.0
2019-01-15,69371.0
2019-01-16,69337.0
2019-01-17,70728.0
2019-01-18,70146.0
2019-01-19,71847.0
2019-01-20,68510.0
2019-01-21,68619.0
2019-01-22,69755.0
2019-01-23,68914.0
2019-01-24,69493.0
2019-01-25,68905.0
2019-01-26,68979.0
2019-01-27,68319.0
2019-01-28,66663.0
2019-01-29,66411.0
2019-01-30,67450.0
2019-01-31,66932.0
2019-02-01,67583.0
2019-02-02,67990.0
2019-02-03,66890.0
2019-02-04,66702.0
2019-02-05,66868.0
2019-02-06,65977.0
2019-02-07,65553.0
2019-02-08,71049.0
2019-02-09,70940.0
2019-02-10,71486.0
2019-02-11,71055.0
2019-02-12,71102.0
2019-02-13,71286.0
2019-02-14,70445.0
2019-02-15,70537.0
2019-02-16,70774.0
2019-02-17,71964.0
2019-02-18,76628.0
2019-02-19,76463.0
2019-02-20,78054.0
2019-02-21,77348.0
2019-02-22,77828.0
2019-02-23,80650.0
2019-02-24,73375.0
2019-02-25,75085.0
2019-02-26,74802.0
2019-02-27,74773.0
2019-02-28,75095.0
2019-03-01,75472.0
2019-03-02,75397.0
2019-03-03,74895.0
2019-03-04,73331.0
2019-03-05,76086.0
2019-03-06,76516.0
2019-03-07,77580.0
2019-03-08,76816.0
2019-03-09,78274.0
2019-03-10,77979.0
2019-03-11,76644.0
2019-03-12,76491.0
2019-03-13,76173.0
2019-03-14,76294.0
2019-03-15,76899.0
2019-03-16,78563.0
2019-03-17,78199.0
2019-03-18,77646.0
2019-03-19,78085.0
2019-03-20,77649.0
2019-03-21,76308.0
2019-03-22,77308.0
2019-03-23,77582.0
2019-03-24,77275.0
2019-03-25,75551.0
2019-03-26,76254.0
2019-03-27,79459.0
2019-03-28,79233.0
2019-03-29,81195.0
2019-03-30,80921.0
2019-03-31,80620.0
2019-04-01,80512.0
2019-04-02,94841.0
2019-04-03,95701.0
2019-04-04,94562.0
2019-04-05,96966.0
2019-04-06,96888.0
2019-04-07,100067.0
2019-04-08,101025.0
2019-04-09,98654.0
2019-04-10,100067.0
2019-04-11,95446.0
2019-04-12,95966.0
2019-04-13,95811.0
2019-04-14,97455.0
2019-04-15,95355.0
2019-04-16,98856.0
2019-04-17,98875.0
2019-04-18,99856.0
2019-04-19,99806.0
2019-04-20,100217.0
2019-04-21,99960.0
2019-04-22,102007.0
2019-04-23,105167.0
2019-04-24,104508.0
2019-04-25,99336.0
2019-04-26,102469.0
2019-04-27,102361.0
2019-04-28,104019.0
2019-04-29,104197.0
2019-04-30,106032.0
2019-05-01,106946.0
2019-05-02,109839.0
2019-05-03,113861.0
2019-05-04,115434.0
2019-05-05,115391.0
2019-05-06,114613.0
2019-05-07,116432.0
2019-05-08,118341.0
2019-05-09,120380.0
2019-05-10,122989.0
2019-05-11,137088.0
2019-05-12,133625.0
2019-05-13,149373.0
2019-05-14,152400.0
2019-05-15,155182.0
2019-05-16,150281.0
2019-05-17,142371.0
2019-05-18,139155.0
2019-05-19,156783.0
2019-05-20,152161.0
2019-05-21,151131.0
2019-05-22,144896.0
2019-05-23,149864.0
2019-05-24,152251.0
2019-05-25,153436.0
2019-05-26,166269.0
2019-05-27,167623.0
2019-05-28,167722.0
2019-05-29,166177.0
2019-05-30,161443.0
2019-05-31,167383.0
2019-06-01,167611.0
2019-06-02,171554.0
2019-06-03,161033.0
2019-06-04,150689.0
2019-06-05,153859.0
2019-06-06,153602.0
2019-06-07,157219.0
2019-06-08,155599.0
2019-06-09,147346.0
2019-06-10,154040.0
2019-06-11,151124.0
2019-06-12,156697.0
2019-06-13,157911.0
2019-06-14,166432.0
2019-06-15,169452.0
2019-06-16,172227.0
2019-06-17,179242.0
2019-06-18,173947.0
2019-06-19,177028.0
2019-06-20,181723.0
2019-06-21,195534.0
2019-06-22,205747.0
2019-06-23,208539.0
2019-06-24,212340.0
2019-06-25,225919.0
2019-06-26,251276.0
2019-06-27,216999.0
2019-06-28,239082.0
2019-06-29,228715.0
2019-06-30,206729.0
2019-07-01,202913.0
2019-07-02,206276.0
2019-07-03,227306.0
2019-07-04,212107.0
2019-07-05,207917.0
2019-07-06,214035.0
2019-07-07,217293.0
2019-07-08,232281.0
2019-07-09,240896.0
2019-07-10,231719.0
2019-07-11,216263.0
2019-07-12,223408.0
2019-07-13,216142.0
2019-07-14,193489.0
2019-07-15,206180.0
2019-07-16,180070.0
2019-07-17,184032.0
2019-07-18,201571.0
2019-07-19,199943.0
2019-07-20,203939.0
2019-07-21,201262.0
2019-07-22,197125.0
2019-07-23,189526.0
2019-07-24,186080.0
2019-07-25,187915.0
2019-07-26,187192.0
2019-07-27,180707.0
2019-07-28,181440.0
2019-07-29,181320.0
2019-07-30,182637.0
2019-07-31,193126.0
2019-08-01,199434.0
2019-08-02,203069.0
2019-08-03,208768.0
2019-08-04,211347.0
2019-08-05,232469.0
2019-08-06,225229.0
2019-08-07,234828.0
2019-08-08,233680.0
2019-08-09,230462.0
2019-08-10,219618.0
2019-08-11,225141.0
2019-08-12,223041.0
2019-08-13,210990.0
2019-08-14,197147.0
2019-08-15,202122.0
2019-08-16,203283.0
2019-08-17,200893.0
2019-08-18,202520.0
2019-08-19,217118.0
2019-08-20,212108.0
2019-08-21,199652.0
2019-08-22,200310.0
2019-08-23,206934.0
2019-08-24,201742.0
2019-08-25,202923.0
2019-08-26,206835.0
2019-08-27,203516.0
2019-08-28,196187.0
2019-08-29,191045.0
2019-08-30,192199.0
2019-08-31,192472.0
2019-09-01,195542.0
2019-09-02,208306.0
2019-09-03,211895.0
2019-09-04,208279.0
2019-09-05,208448.0
2019-09-06,201311.0
2019-09-07,204226.0
2019-09-08,203118.0
2019-09-09,201712.0
2019-09-10,197206.0
2019-09-11,198040.0
2019-09-12,202330.0
2019-09-13,200591.0
2019-09-14,200458.0
2019-09-15,200004.0
2019-09-16,199364.0
2019-09-17,197267.0
2019-09-18,197169.0
2019-09-19,199194.0
2019-09-20,197775.0
2019-09-21,194268.0
2019-09-22,194908.0
2019-09-23,188863.0
2019-09-24,165791.0
2019-09-25,164914.0
2019-09-26,158409.0
2019-09-27,160992.0
2019-09-28,161595.0
2019-09-29,158374.0
2019-09-30,163682.0
2019-10-01,164453.0
2019-10-02,165396.0
2019-10-03,161550.0
2019-10-04,158760.0
2019-10-05,158568.0
2019-10-06,153748.0
2019-10-07,160255.0
2019-10-08,160537.0
2019-10-09,167860.0
2019-10-10,166505.0
2019-10-11,159721.0
2019-10-12,160331.0
2019-10-13,159957.0
2019-10-14,160818.0
2019-10-15,156989.0
2019-10-16,153660.0
2019-10-17,154777.0
2019-10-18,151770.0
2019-10-19,151694.0
2019-10-20,157181.0
2019-10-21,157034.0
2019-10-22,153679.0
2019-10-23,142742.0
2019-10-24,141802.0
2019-10-25,165152.0
2019-10-26,176175.0
2019-10-27,181678.0
2019-10-28,175899.0
2019-10-29,180052.0
2019-10-30,174740.0
2019-10-31,175838.0
2019-11-01,176331.0
2019-11-02,177535.0
2019-11-03,175577.0
2019-11-04,180095.0
2019-11-05,178654.0
2019-11-06,179065.0
2019-11-07,176307.0
2019-11-08,167729.0
2019-11-09,168243.0
2019-11-10,172824.0
2019-11-11,167019.0
2019-11-12,170136.0
2019-11-13,170044.0
2019-11-14,167222.0
2019-11-15,162565.0
2019-11-16,162855.0
2019-11-17,163233.0
2019-11-18,158335.0
2019-11-19,157448.0
2019-11-20,157781.0
2019-11-21,147837.0
2019-11-22,140913.0
2019-11-23,141446.0
2019-11-24,133670.0
2019-11-25,138385.0
2019-11-26,139693.0
2019-11-27,147066.0
2019-11-28,144626.0
2019-11-29,151405.0
2019-11-30,147624.0
2019-12-01,144451.0
2019-12-02,142950.0
2019-12-03,142565.0
2019-12-04,139893.0
2019-12-05,143117.0
2019-12-06,145276.0
2019-12-07,144497.0
2019-12-08,144553.0
2019-12-09,141299.0
2019-12-10,139167.0
2019-12-11,137800.0
2019-12-12,136718.0
2019-12-13,137932.0
2019-12-14,134370.0
2019-12-15,135486.0
2019-12-16,130578.0
2019-12-17,125313.0
2019-12-18,137990.0
2019-12-19,135420.0
2019-12-20,136080.0
2019-12-21,135124.0
2019-12-22,142137.0
2019-12-23,138894.0
2019-12-24,137742.0
2019-12-25,136618.0
2019-12-26,136464.0
2019-12-27,136551.0
2019-12-28,137784.0
2019-12-29,139264.0
2019-12-30,137179.0
2019-12-31,136221.0
2020-01-01,136177.0
2020-01-02,131233.0
2020-01-03,138362.0
2020-01-04,139143.0
2020-01-05,139420.0
2020-01-06,146172.0
2020-01-07,154914.0
2020-01-08,151400.0
2020-01-09,147452.0
2020-01-10,154018.0
2020-01-11,150804.0
2020-01-12,153822.0
2020-01-13,152388.0
2020-01-14,166071.0
2020-01-15,165956.0
2020-01-16,163979.0
2020-01-17,166356.0
2020-01-18,166430.0
2020-01-19,162480.0
2020-01-20,161334.0
2020-01-21,163966.0
2020-01-22,162369.0
2020-01-23,157899.0
2020-01-24,158594.0
2020-01-25,156834.0
2020-01-26,162473.0
2020-01-27,168346.0
2020-01-28,175705.0
2020-01-29,173792.0
2020-01-30,178780.0
2020-01-31,176298.0
2020-02-01,176912.0
2020-02-02,176205.0
2020-02-03,175224.0
2020-02-04,171688.0
2020-02-05,178872.0
2020-02-06,182268.0
2020-02-07,184357.0
2020-02-08,185755.0
2020-02-09,190981.0
2020-02-10,184487.0
2020-02-11,190783.0
2020-02-12,192540.0
2020-02-13,190566.0
2020-02-14,191789.0
2020-02-15,183627.0
2020-02-16,184286.0
2020-02-17,180045.0
2020-02-18,188979.0
2020-02-19,178155.0
2020-02-20,181000.0
2020-02-21,183054.0
2020-02-22,182540.0
2020-02-23,189349.0
2020-02-24,184048.0
2020-02-25,177741.0
2020-02-26,169677.0
2020-02-27,171594.0
2020-02-28,170623.0
2020-02-29,167427.0
2020-03-01,169385.0
2020-03-02,172969.0
2020-03-03,170318.0
2020-03-04,171053.0
2020-03-05,179595.0
2020-03-06,183585.0
2020-03-07,178727.0
2020-03-08,169179.0
2020-03-09,165240.0
2020-03-10,164302.0
2020-03-11,169903.0
2020-03-12,105491.0
2020-03-13,122497.0
2020-03-14,113026.0
2020-03-15,117147.0
2020-03-16,113422.0
2020-03-17,122470.0
2020-03-18,127560.0
2020-03-19,148436.0
2020-03-20,152196.0
2020-03-21,150998.0
2020-03-22,144142.0
2020-03-23,164275.0
2020-03-24,167222.0
2020-03-25,160433.0
2020-03-26,156807.0
2020-03-27,148635.0
2020-03-28,145753.0
2020-03-29,138991.0
2020-03-30,152287.0
2020-03-31,152460.0
2020-04-01,160742.0
2020-04-02,165034.0
2020-04-03,168068.0
2020-04-04,171049.0
2020-04-05,171166.0
2020-04-06,180039.0
2020-04-07,175176.0
2020-04-08,176622.0
2020-04-09,172221.0
2020-04-10,160370.0
2020-04-11,160806.0
2020-04-12,161929.0
2020-04-13,161352.0
2020-04-14,160465.0
2020-04-15,160634.0
2020-04-16,168853.0
2020-04-17,166961.0
2020-04-18,172031.0
2020-04-19,171182.0
2020-04-20,163968.0
2020-04-21,166861.0
2020-04-22,174434.0
2020-04-23,185184.0
2020-04-24,187288.0
2020-04-25,188337.0
2020-04-26,192245.0
2020-04-27,192457.0
2020-04-28,188252.0
2020-04-29,208261.0
2020-04-30,209321.0
2020-05-01,216992.0
2020-05-02,220501.0
2020-05-03,220955.0
2020-05-04,213892.0
2020-05-05,216669.0
2020-05-06,223579.0
2020-05-07,240034.0
2020-05-08,232152.0
2020-05-09,225530.0
2020-05-10,206799.0
2020-05-11,205895.0
2020-05-12,214573.0
2020-05-13,224882.0
2020-05-14,233656.0
2020-05-15,223106.0
2020-05-16,224930.0
2020-05-17,231578.0
2020-05-18,230946.0
2020-05-19,231325.0
2020-05-20,220854.0
2020-05-21,206729.0
2020-05-22,208370.0
2020-05-23,208601.0
2020-05-24,198188.0
2020-05-25,200584.0
2020-05-26,196359.0
2020-05-27,205386.0
2020-05-28,212450.0
2020-05-29,208934.0
2020-05-30,214925.0
2020-05-31,209925.0
2020-06-01,225144.0
2020-06-02,207210.0
2020-06-03,209789.0
2020-06-04,214543.0
2020-06-05,207885.0
2020-06-06,208854.0
2020-06-07,209329.0
2020-06-08,210053.0
2020-06-09,213816.0
2020-06-10,217254.0
2020-06-11,212389.0
2020-06-12,210270.0
2020-06-13,210194.0
2020-06-14,210078.0
2020-06-15,208860.0
2020-06-16,212156.0
2020-06-17,211448.0
2020-06-18,212990.0
2020-06-19,210940.0
2020-06-20,211828.0
2020-06-21,210345.0
2020-06-22,216995.0
2020-06-23,215530.0
2020-06-24,212077.0
2020-06-25,209885.0
2020-06-26,211239.0
2020-06-27,207863.0
2020-06-28,210496.0
2020-06-29,211819.0
2020-06-30,210386.0
2020-07-01,209690.0
2020-07-02,204237.0
2020-07-03,203144.0
2020-07-04,204390.0
2020-07-05,203394.0
2020-07-06,208606.0
2020-07-07,211087.0
2020-07-08,214118.0
2020-07-09,208868.0
2020-07-10,208515.0
2020-07-11,207349.0
2020-07-12,209233.0
2020-07-13,210163.0
2020-07-14,207378.0
2020-07-15,205381.0
2020-07-16,204699.0
2020-07-17,206423.0
2020-07-18,206731.0
2020-07-19,207175.0
2020-07-20,206006.0
2020-07-21,209367.0
2020-07-22,213137.0
2020-07-23,216039.0
2020-07-24,212738.0
2020-07-25,216267.0
2020-07-26,221435.0
2020-07-27,241993.0
2020-07-28,239545.0
2020-07-29,244040.0
2020-07-30,244325.0
2020-07-31,252258.0
2020-08-01,263119.0
2020-08-02,246730.0
2020-08-03,254086.0
2020-08-04,253413.0
2020-08-05,262720.0
2020-08-06,263624.0
2020-08-07,259343.0
2020-08-08,263198.0
2020-08-09,261843.0
2020-08-10,267185.0
2020-08-11,255548.0
2020-08-12,258542.0
2020-08-13,261089.0
2020-08-14,258209.0
2020-08-15,260679.0
2020-08-16,261410.0
2020-08-17,271688.0
2020-08-18,264845.0
2020-08-19,260480.0
2020-08-20,261864.0
2020-08-21,253209.0
2020-08-22,256515.0
2020-08-23,255846.0
2020-08-24,258436.0
2020-08-25,248124.0
2020-08-26,251559.0
2020-08-27,250142.0
2020-08-28,250748.0
2020-08-29,249585.0
2020-08-30,254658.0
2020-08-31,255425.0
2020-09-01,259344.0
2020-09-02,247692.0
2020-09-03,220729.0
2020-09-04,225725.0
2020-09-05,219354.0
2020-09-06,220875.0
2020-09-07,224130.0
2020-09-08,221496.0
2020-09-09,218580.0
2020-09-10,221729.0
2020-09-11,220982.0
2020-09-12,222064.0
2020-09-13,219573.0
2020-09-14,224903.0
2020-09-15,228083.0
2020-09-16,229673.0
2020-09-17,228530.0
2020-09-18,230963.0
2020-09-19,234056.0
2020-09-20,230626.0
2020-09-21,222696.0
2020-09-22,228199.0
2020-09-23,229288.0
2020-09-24,237517.0
2020-09-25,238721.0
2020-09-26,239762.0
2020-09-27,240442.0
2020-09-28,239019.0
2020-09-29,242987.0
2020-09-30,237807.0
2020-10-01,232040.0
2020-10-02,228426.0
2020-10-03,227826.0
2020-10-04,230632.0
2020-10-05,230653.0
2020-10-06,229990.0
2020-10-07,229022.0
2020-10-08,233444.0
2020-10-09,233628.0
2020-10-10,238741.0
2020-10-11,240466.0
2020-10-12,244802.0
2020-10-13,243675.0
2020-10-14,243842.0
2020-10-15,244764.0
2020-10-16,239378.0
2020-10-17,240275.0
2020-10-18,242713.0
2020-10-19,249063.0
2020-10-20,251365.0
2020-10-21,270961.0
2020-10-22,272035.0
2020-10-23,269797.0
2020-10-24,273669.0
2020-10-25,272241.0
2020-10-26,273723.0
2020-10-27,286740.0
2020-10-28,282122.0
2020-10-29,287234.0
2020-10-30,287075.0
2020-10-31,292337.0
2020-11-01,292653.0
2020-11-02,289857.0
2020-11-03,294732.0
2020-11-04,296029.0
2020-11-05,323336.0
2020-11-06,320498.0
2020-11-07,304876.0
2020-11-08,317565.0
2020-11-09,311538.0
2020-11-10,311194.0
2020-11-11,321093.0
2020-11-12,335594.0
2020-11-13,333062.0
2020-11-14,327927.0
2020-11-15,324454.0
2020-11-16,338586.0
2020-11-17,358244.0
2020-11-18,361030.0
2020-11-19,360428.0
2020-11-20,375254.0
2020-11-21,375779.0
2020-11-22,369743.0
2020-11-23,369363.0
2020-11-24,383877.0
2020-11-25,374319.0
2020-11-26,343561.0
2020-11-27,342694.0
2020-11-28,354841.0
2020-11-29,364232.0
2020-11-30,397128.0
2020-12-01,375876.0
2020-12-02,383875.0
2020-12-03,386755.0
2020-12-04,368885.0
2020-12-05,378645.0
2020-12-06,383379.0
2020-12-07,381447.0
2020-12-08,362798.0
2020-12-09,368591.0
2020-12-10,365050.0
2020-12-11,363741.0
2020-12-12,378108.0
2020-12-13,384848.0
2020-12-14,389989.0
2020-12-15,387260.0
2020-12-16,424571.0
2020-12-17,452419.0
2020-12-18,461115.0
2020-12-19,475624.0
2020-12-20,471805.0
2020-12-21,454683.0
2020-12-22,478888.0
2020-12-23,466387.0
2020-12-24,472318.0
2020-12-25,490212.0
2020-12-26,526175.0
2020-12-27,521815.0
2020-12-28,541589.0
2020-12-29,546020.0
2020-12-30,574053.0
2020-12-31,576313.0
2021-01-01,583303.0
2021-01-02,639971.0
2021-01-03,653941.0
2021-01-04,638045.0
2021-01-05,674617.0
2021-01-06,723693.0
2021-01-07,787956.0
2021-01-08,812544.0
2021-01-09,801485.0
2021-01-10,766158.0
2021-01-11,713086.0
2021-01-12,674699.0
2021-01-13,741585.0
2021-01-14,775703.0
2021-01-15,728633.0
2021-01-16,713916.0
2021-01-17,710725.0
2021-01-18,720849.0
2021-01-19,707493.0
2021-01-20,694855.0
2021-01-21,608921.0
2021-01-22,660025.0
2021-01-23,641024.0
2021-01-24,643332.0
2021-01-25,649335.0
2021-01-26,649832.0
2021-01-27,617120.0
2021-01-28,675860.0
2021-01-29,706210.0
2021-01-30,704800.0
2021-01-31,678435.0
2021-02-01,682874.0
2021-02-02,714636.0
2021-02-03,759467.0
2021-02-04,753620.0
2021-02-05,769427.0
2021-02-06,789149.0
2021-02-07,781631.0
2021-02-08,932887.0
2021-02-09,933690.0
2021-02-10,899111.0
2021-02-11,958531.0
2021-02-12,946224.0
2021-02-13,939904.0
2021-02-14,969900.0
2021-02-15,957011.0
2021-02-16,993851.0
2021-02-17,1054086.0
2021-02-18,1047754.0
2021-02-19,1141847.0
2021-02-20,1144418.0
2021-02-21,1177082.0
2021-02-22,1123083.0
2021-02-23,1002949.0
2021-02-24,1012510.0
2021-02-25,981510.0
2021-02-26,965851.0
2021-02-27,962903.0
2021-02-28,936479.0
2021-03-01,1024104.0
2021-03-02,996951.0
2021-03-03,1056861.0
2021-03-04,1023153.0
2021-03-05,1041409.0
2021-03-06,1041975.0
2021-03-07,1086454.0
2021-03-08,1123328.0
2021-03-09,1161624.0
2021-03-10,1170875.0
2021-03-11,1190219.0
2021-03-12,1186954.0
2021-03-13,1270639.0
2021-03-14,1225476.0
2021-03-15,1153421.0
2021-03-16,1172340.0
2021-03-17,1198967.0
2021-03-18,1181195.0
2021-03-19,1191571.0
2021-03-20,1190308.0
2021-03-21,1185518.0
2021-03-22,1115062.0
2021-03-23,1133298.0
2021-03-24,1098038.0
2021-03-25,1063235.0
2021-03-26,1134111.0
2021-03-27,1149975.0
2021-03-28,1151098.0
2021-03-29,1187565.0
2021-03-30,1208309.0
2021-03-31,1200095.0
2021-04-01,1191560.0
2021-04-02,1198395.0
2021-04-03,1158333.0
2021-04-04,1181978.0
2021-04-05,1198186.0
2021-04-06,1170090.0
2021-04-07,1129543.0
2021-04-08,1167738.0
2021-04-09,1171667.0
2021-04-10,1204131.0
2021-04-11,1210328.0
2021-04-12,1206208.0
2021-04-13,1276914.0
2021-04-14,1265257.0
2021-04-15,1261048.0
2021-04-16,1222096.0
2021-04-17,1196114.0
2021-04-18,1119840.0
2021-04-19,1104712.0
